title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
Effects of exercise training on frail older adults with heart failure: a systematic-review.,"Sáez-Nieto C, Pérez-Rodríguez P, Matovelle P, Rodríguez-Mañas L, Coelho-Júnior HJ, Rodríguez-Sánchez I.",2026.0,Front Aging,10.3389/fragi.2026.1800669,41969362.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Diet, the Gut Microbiome, and Estrogen Physiology: A Review in Menopausal Health and Interventions.","Lim MJS, Parlindungan E, See E, Gan CH, Yap R, Yong GJM.",2026.0,Nutrients,10.3390/nu18071052,41978103.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical activity attenuates the association between allostatic load and early Alzheimer's disease‐related biomarkers in older adults,"Poisnel G, Lhérault M, Palix C, Turpin A, Felisatti F, Vrillon A, Paquet C, Chocat A, Coulbault L, De La Sayette V, Gonneaud J, Chételat G.",2026.0,Alzheimers Dement (N Y),,,,research-article; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Impacts of systemic milieu on cerebrovascular and brain aging: insights from heterochronic parabiosis, blood exchange, and plasma transfer experiments.","Gulej R, Patai R, Ungvari A, Kallai A, Tarantini S, Yabluchanskiy A, Huffman DM, Conboy MJ, Conboy IM, Kivimäki M, Csiszar A, Ungvari Z.",2025.0,Geroscience,10.1007/s11357-025-01657-y,40407975.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,controversial,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The impacts of different dietary restriction regimens on aging and longevity: from yeast to humans.,"Ching TT, Hsu AL.",2025.0,J Biomed Sci,10.1186/s12929-025-01188-w,41039401.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,"Fazeli PK, Steinhauser ML.",2025.0,Endocr Rev,10.1210/endrev/bnaf021,40700575.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,fasting,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
What is the clinical evidence to support off-label rapamycin therapy in healthy adults?,"Hands JM, Lustgarten MS, Frame LA, Rosen B.",2025.0,Aging (Albany NY),10.18632/aging.206300,40778880.0,,research-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,Fazeli PK; Steinhauser ML,2025.0,Endocrine reviews,,40700575.0,,review-article; review; journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,53,priority_3_contextual_or_preclinical,retrieved_open_metadata,PMC full text likely available,unclear_or_metadata_only,human,fasting,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Evaluation of off-label rapamycin use to promote healthspan in 333 adults.,Kaeberlein TL; Green AS; Haddad G; Hudson J; Isman A; Nyquist A; Rosen BS; Suh Y,2023.0,GeroScience,,37191826.0,https://pubmed.ncbi.nlm.nih.gov/37191826/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,rapamycin_mtor,surrogate_or_indirect,healthspan,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin treatment of diverse Caenorhabditis species reveals the importance of genetic background in longevity and healthspan extension outcomes,,2022.0,Aging Cell,10.1111/acel.13093,,https://doi.org/10.1111/acel.13093,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,metformin,surrogate_or_indirect,healthspan,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Telomerase activation: A potential key modulator for human healthspan and longevity,Boccardi Virginia; Paolisso Giuseppe,2014.0,Ageing Research Reviews,10.1016/j.arr.2013.12.006,,https://doi.org/10.1016/j.arr.2013.12.006,journal-article,uncertain,0.55,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,controversial,surrogate_or_indirect,healthspan,dna_repair_genomic,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
High-speed resistance training vs. low-speed resistance training on body composition and physical function in adults with sarcopenic obesity,Hsu Kuo-Jen; Huang Sheng-Yun; Liao Yi-Hung; Chen Chiao-Nan,2026.0,European Review of Aging and Physical Activity,10.1186/s11556-026-00405-1,,https://doi.org/10.1186/s11556-026-00405-1,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Environmental, infrastructural, and social drivers of physical activity in aging cities",Marzetti Emanuele; Calvani Riccardo; Coelho-Junior Hélio Jose,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100066,,https://doi.org/10.1016/j.tjfa.2025.100066,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic therapy combining Dasatinib and Quercetin restores the chondrogenic phenotype of human osteoarthritic chondrocytes by the release of pro‐anabolic mediators,Maurer Svenja; Kirsch Valeria; Ruths Leonie; Brenner Rolf E.; Riegger Jana,2025.0,Aging Cell,10.1111/acel.14361,,https://doi.org/10.1111/acel.14361,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Gut microbiome and bone health: update on mechanisms, clinical correlations, and possible treatment strategies.",Ticinesi A; Siniscalchi C; Meschi T; Nouvenne A,2025.0,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,,39643654.0,https://pubmed.ncbi.nlm.nih.gov/39643654/,Journal Article; Systematic Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic treatment for low back pain.,Mannarino M; Cherif H; Ghazizadeh S; Martinez OW; Sheng K; Cousineau E; Lee S; Millecamps M,2025.0,Science advances,,40085710.0,https://pubmed.ncbi.nlm.nih.gov/40085710/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Cardiovascular Aging and Exercise: Implications for Heart Failure Prevention and Management.,Subramanian V; Tucker WJ; Peters AE; Upadhya B; Kitzman DW; Pandey A,2025.0,Circulation research,,40608862.0,https://pubmed.ncbi.nlm.nih.gov/40608862/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Creatine monohydrate supplementation for older adults and clinical populations.,Candow DG; Ostojic SM; Chilibeck PD; Longobardi I; Gualano B; Tarnopolsky MA; Wallimann T; Moriarty T,2025.0,Journal of the International Society of Sports Nutrition,,40673730.0,https://pubmed.ncbi.nlm.nih.gov/40673730/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,supplements,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Towards personalized nicotinamide mononucleotide (NMN) supplementation: Nicotinamide adenine dinucleotide (NAD) concentration,Kuerec Ajla Hodzic; Wang Weilan; Yi Lin; Tao Rongsheng; Lin Zhigang; Vaidya Aditi; Pendse Sohal; Thasma Sornaraja,2024.0,Mechanisms of Ageing and Development,10.1016/j.mad.2024.111917,,https://doi.org/10.1016/j.mad.2024.111917,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
EFFICACY OF NICOTINAMIDE MONONUCLEOTIDE SUPPLEMENTATION (NMN) IN BLOOD NICOTINAMIDE ADENINE DINUCLEOTIDE (NAD) FOR ANTI-AGING IN ADULTS: A SYSTEMATIC REVIEW,Asrithari Dewi Made Yudha; Dananjaya I Made Dwi; Saraswati Dewi Permadi Anak Agung Sagung; Sigmahadewi Risma Nopara,2024.0,Journal of Advanced Research in Medical and Health Science (ISSN 2208-2425),10.61841/gyj2gr52,,https://doi.org/10.61841/gyj2gr52,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
