title,authors,year,journal,doi,pmid,source,is_preprint,study_design,species_model,sample_size,age_sex,disease_status,intervention_name,intervention_class,dose_intensity,duration,comparator,outcome_exact,ageing_domain_category,effect_direction,effect_size,uncertainty_measure,follow_up_time,mechanism,mechanism_directness,extraction_confidence,missingness_flag,ambiguity_notes,claim_score,claim_category
Influence of physical exercise on aging rats: II. Life-long exercise delays aging of tail tendon collagen,Viidik Andrus; Nielsen Hanne Melgaard; Skalicky Monika,1996.0,Mechanisms of Ageing and Development,10.1016/0047-6374(96)01729-0,,crossref,False,animal_experiment,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
"Mammalian Target of Rapamycin (mTOR), Aging, Neuroscience, and Their Association with Aging-Related Diseases",Celebi-Birand Ergul Dilan; Karoglu Elif Tugce; Doldur-Balli Fusun; Adams Michelle M.,2016.0,Molecules to Medicine with mTOR,10.1016/b978-0-12-802733-2.00007-4,,crossref,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fecal Microbiota and Probiotic Yogurt Intake,Roy Denis,2017.0,Yogurt in Health and Disease Prevention,10.1016/b978-0-12-805134-4.00013-4,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
NAD+: a crucial regulator of sirtuin activity in aging,Braidy Nady; Villalva Maria,2021.0,Sirtuin Biology in Medicine,10.1016/b978-0-12-814118-2.00008-2,,crossref,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fecal Microbiome Transplantation: An Offhand Recipe for Microbiome Therapeutics,Radhakrishanan Arathi; Kakkar Priyanka; Tandon Chanderdeep; Srivastav Rajpal,2022.0,Comprehensive Gut Microbiota,10.1016/b978-0-12-819265-8.00001-2,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"Senomorphic, senolytic, and rejuvenation therapies",Zhu Xiang Yang; Lerman Lilach O.,2022.0,Regenerative Nephrology,10.1016/b978-0-12-823318-4.00025-1,,crossref,False,unclear_or_metadata_only,unclear,,,,senolytics,senolytics,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Physical activity and health in an ageing workforce,CARLSON J,2004.0,Optimizing Exercise and Physical Activity in Older People,10.1016/b978-0-7506-5479-1.50007-8,,crossref,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
Mechanisms of the anti-aging action of caloric restriction,Masoro Edward J.,2002.0,Caloric Restriction,10.1016/b978-044451162-1/50006-0,,crossref,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Evolution of the anti-aging action of caloric restriction,Masoro Edward J.,2002.0,Caloric Restriction,10.1016/b978-044451162-1/50007-2,,crossref,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Senolytic and senomorphic interventions to defy senescence-associated mitochondrial dysfunction,Nehlin Jan O.,2023.0,Advances in Protein Chemistry and Structural Biology,10.1016/bs.apcsb.2023.02.020,,crossref,False,unclear_or_metadata_only,unclear,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; mitochondrial_function,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Diet quality and nutritional adequacy during a 2-year calorie restriction intervention: the Comprehensive Assessment of Long-Term Effects of Reducing Intake of Energy 2 trial.,"Racette SB, Silver RE, Barry VG, DeGraff JJ, Gunning JA, Kebbe M, Gilhooly CH, Das SK.",2026.0,Am J Clin Nutr,10.1016/j.ajcnut.2025.101182,41475553.0,europe_pmc,False,RCT_or_clinical_trial,human,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Unraveling the meta-hallmarks between senescent and tumor cells: A new perspective for senolytic drug discovery.,"Liu W, Fan B, Fang T, Li H, Zhang J, Liu B, Liu Z.",2025.0,Acta Pharm Sin B,10.1016/j.apsb.2025.08.010,41132829.0,europe_pmc,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
Caloric restriction and intermittent fasting: Two potential diets for successful brain aging,Martin Bronwen; Mattson Mark P.; Maudsley Stuart,2006.0,Ageing Research Reviews,10.1016/j.arr.2006.04.002,,crossref,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction; fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Telomerase activation: A potential key modulator for human healthspan and longevity,Boccardi Virginia; Paolisso Giuseppe,2014.0,Ageing Research Reviews,10.1016/j.arr.2013.12.006,,crossref,False,unclear_or_metadata_only,human,,,,controversial,controversial,,,,healthspan,surrogate_or_indirect,not_extracted_metadata_only,,,,dna_repair_genomic,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
Dietary restriction and lifespan: Lessons from invertebrate models,Kapahi Pankaj; Kaeberlein Matt; Hansen Malene,2017.0,Ageing Research Reviews,10.1016/j.arr.2016.12.005,,crossref,False,animal_experiment,unclear,,,,caloric_restriction,caloric_restriction,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.5,promising_but_incomplete
The Role of Rapamycin in Healthspan Extension via the Delay of Organ Aging,Zhang Yan; Zhang Jinjin; Wang Shixuan,2021.0,Ageing Research Reviews,10.1016/j.arr.2021.101376,,crossref,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,healthspan,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Exercise interventions to improve physical frailty and physical frailty components in older adults with hypertension: A systematic review,Vlietstra L.; Fordyce A.M.; Costa E.C.; Coffey S.; Walker X.J.; Whalley G.A.; Waters D.L.,2025.0,Ageing Research Reviews,10.1016/j.arr.2025.102714,,crossref,False,unclear_or_metadata_only,human,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,13.0,supported_for_healthspan_related_benefit
Comparison of anti-aging effect of PQQ (Pyrroloquinoline quinone) and NMN/NR (Nicotinamide mononucleotide /Nicotinamide riboside) – possible combination use,Ulpathakumbura Savani; Lu Sicong Kenric; Gunarathne Rasika; Yang John Zhiyong; Liu Johnson; Jin Xiaodong; Zhou Qiang; Lu Jun,2026.0,Ageing Research Reviews,10.1016/j.arr.2025.102992,,crossref,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The epigenetic rejuvenation promise: Partial reprogramming as a therapeutic strategy for aging and disease.,"Li YY, Tay FR.",2026.0,Ageing Res Rev,10.1016/j.arr.2026.103009,41490578.0,europe_pmc,False,animal_experiment,unclear,,,,reprogramming,reprogramming,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Senolytic cocktail dasatinib+quercetin (D+Q) ameliorate irradiation-induced bone loss in mice through inhibiting osteocyte senescence and SASP,Geng Qinghe; Wang Shen; Huan Han; Sun Huabei; Zhai Juan; Guo Kaijin; Zhai Huaiyuan; Heng Ke,2020.0,Bone Reports,10.1016/j.bonr.2020.100419,,crossref,False,animal_experiment,animal,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.5,promising_but_incomplete
"Aging, Rejuvenation, and Epigenetic Reprogramming: Resetting the Aging Clock",Rando Thomas A.; Chang Howard Y.,2012.0,Cell,10.1016/j.cell.2012.01.003,,crossref,False,unclear_or_metadata_only,unclear,,,,reprogramming,reprogramming,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming.,"Lu JY, Tu WB, Li R, Weng M, Sanketi BD, Yuan B, Reddy P, Rodriguez Esteban C, Izpisua Belmonte JC.",2025.0,Cell,10.1016/j.cell.2025.07.031,40816266.0,europe_pmc,False,unclear_or_metadata_only,unclear,,,,reprogramming,reprogramming,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Circadian rhythm disruption impairs ovarian follicular development via NAD&lt;sup&gt;+&lt;/sup&gt; metabolic reprogramming.,"Ying YY, Chen X, Yao SY, Chen RX, Ying Y, Qiu H, Xu QQ, Li ZY, Ye CQ, Qian YL, Liang HQ, Sun X, Zhang D.",2026.0,EBioMedicine,10.1016/j.ebiom.2026.106200,41797048.0,europe_pmc,False,unclear_or_metadata_only,human,,,,sleep_circadian,sleep_circadian; nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,11.0,promising_but_incomplete
Fasting or caloric restriction for Healthy Aging,Anton Stephen; Leeuwenburgh Christiaan,2013.0,Experimental Gerontology,10.1016/j.exger.2013.04.011,,crossref,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction; fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fecal microbiota transplantation for antibiotic resistant bacteria decolonization,Amrane Sophie; Lagier Jean-Christophe,2020.0,Human Microbiome Journal,10.1016/j.humic.2020.100071,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Senolytic Cocktail Dasatinib Plus Quercetin Enhances the Antitumor Effect of Senescence-Inducing Radiotherapy in a Preclinical Model of Melanoma,He K.; Barsoumian H.B.; Yang L.; Sezen D.; Wasley M.D.; Masrorpour F.; Cortez M.A.; Welsh J.W.,2021.0,International Journal of Radiation Oncology*Biology*Physics,10.1016/j.ijrobp.2021.07.146,,crossref,False,unclear_or_metadata_only,unclear,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
The NAD-brain pharmacokinetic study of NAD augmentation in blood and brain using oral precursor supplementation.,"Berven H, Svensen M, Eikeland H, Tvedten N, Sheard EV, Af Geijerstam SA, Søgnen M, McCann A, Arnsten L, Årseth O, Skjeie V, Hjellbrekke A, Skeie GO, Torres Cleuren YN, Nido GS, Haugarvoll K, Riemer F, Tzoulis C, Dölle C.",2026.0,iScience,10.1016/j.isci.2026.114764,41858901.0,europe_pmc,False,unclear_or_metadata_only,human,,,,nad_sirtuin,nad_sirtuin; supplements,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Probiotic potential of Parabacteroides johnsonii in mitigating age-related ovarian functional decline.,"Wang DY, Wang YW, Yu KC, Yang X, Ma J, Li BH, Peng YL, Deng XY, Chen ZX, Wang L.",2026.0,J Genet Genomics,10.1016/j.jgg.2026.03.023,41932647.0,europe_pmc,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Interaction between physical activity and deficit-based frailty on all-cause mortality in older adults: a prospective study of five population-based cohorts.,"Zhu Z, Zhou X, Chen M, Dou C, Liu D, Kong L, Ye C, Xu M, Xu Y, Li M, Zhao Z, Zheng J, Lu J, Chen Y, Wang W, Ning G, Bi Y, Wang T.",2026.0,Lancet Reg Health West Pac,10.1016/j.lanwpc.2025.101780,41503609.0,europe_pmc,False,cohort,human,,,,exercise,exercise,,,,mortality; frailty,hard_ageing_relevance,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,13.5,supported_for_healthspan_related_benefit
