source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",7a29ba80b72f21361c0bff01e65a75ed,Fecal Transplant: The Benefits and Harms of Fecal Microbiota Transplantation,,Goldenberg David; Melmed Gil Y.,2023.0,Clinical Understanding of the Human Gut Microbiome,10.1007/978-3-031-46712-7_9,,,https://doi.org/10.1007/978-3-031-46712-7_9,book-chapter,False,2026-04-23T01:41:51,doi:10.1007/978-3-031-46712-7_9,fecal transplant the benefits and harms of fecal microbiota transplantation
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",3d8ef9c077f56dcf1d6db2c39955f918,Caloric Restriction and Biomarkers of Aging,,Racette Susan B.; Das Sai Krupa,2024.0,"Intermittent and Periodic Fasting, Aging and Disease",10.1007/978-3-031-49622-6_1,,,https://doi.org/10.1007/978-3-031-49622-6_1,book-chapter,False,2026-04-23T01:41:06,doi:10.1007/978-3-031-49622-6_1,caloric restriction and biomarkers of aging
crossref,bibliographic,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),ea60a964f674cb0b9a5a01f3d651c821,Influences of Germline Cells on Organismal Lifespan and Healthspan,,Amrit Francis R. G.; Ghazi Arjumand,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-44703-2_6,,,https://doi.org/10.1007/978-3-319-44703-2_6,book-chapter,False,2026-04-23T01:40:44,doi:10.1007/978-3-319-44703-2_6,influences of germline cells on organismal lifespan and healthspan
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),a5f79801695c9481528302c951ff110e,Melatonin in Healthy Aging and Longevity,,Hardeland Rüdiger,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_10,,,https://doi.org/10.1007/978-3-319-63001-4_10,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_10,melatonin in healthy aging and longevity
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),daf6d8eed62bad96d5918849766fa87d,Cytokines and Aging,,Rath Pramod C.,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_13,,,https://doi.org/10.1007/978-3-319-63001-4_13,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_13,cytokines and aging
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),5d7a87c7fded0c316257ea4bf13ad749,Glucocorticoid Hormones in Aging,,Kharwanlang Banteiskhem; Sharma Ramesh,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_3,,,https://doi.org/10.1007/978-3-319-63001-4_3,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_3,glucocorticoid hormones in aging
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),ab53819d4be65d698364f12c4c61f7af,Growth Hormone and IGF-1 Axis in Aging and Longevity,,Shimokawa Isao,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_5,,,https://doi.org/10.1007/978-3-319-63001-4_5,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_5,growth hormone and igf 1 axis in aging and longevity
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),0040029c730468c37c2ae8b27619a559,Hormones of Hypothalamus in Aging,,Kaur Gurcharan; Parkash Jyoti,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_8,,,https://doi.org/10.1007/978-3-319-63001-4_8,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_8,hormones of hypothalamus in aging
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),6e53e1ad183fc7b18ce1fb52d2c9a00d,Environmental and Physiological Cues on the Hypothalamus During Aging,,Nehlin Jan O.,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-63001-4_9,,,https://doi.org/10.1007/978-3-319-63001-4_9,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-63001-4_9,environmental and physiological cues on the hypothalamus during aging
crossref,bibliographic,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),49a61d9f9549d89ed73a72bc4d25f66e,Circadian Clocks and mTOR Signaling,,Gupta Richa; Kondratov Roman V.,2017.0,Healthy Ageing and Longevity,10.1007/978-3-319-64543-8_9,,,https://doi.org/10.1007/978-3-319-64543-8_9,book-chapter,False,2026-04-23T01:41:23,doi:10.1007/978-3-319-64543-8_9,circadian clocks and mtor signaling
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",83c3ecb2676dedda30b1f2e6526c06e6,Plasma Skin Resurfacing,,Lam Samuel M.; Tzikas Thomas L.,,Simplified Facial Rejuvenation,10.1007/978-3-540-71097-4_23,,,https://doi.org/10.1007/978-3-540-71097-4_23,book-chapter,False,2026-04-23T01:41:58,doi:10.1007/978-3-540-71097-4_23,plasma skin resurfacing
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",6eba8354dd0424d2677ef105fa984e4c,Stem Cell Aging: An Overview,,Jasper Heinrich,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_1,,,https://doi.org/10.1007/978-3-7091-1232-8_1,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_1,stem cell aging an overview
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",deea0479f0d10aab7dda3437e7cbaacd,Aging of Muscle Stem Cells,,McKay Bryon R.; Parise Gianni,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_10,,,https://doi.org/10.1007/978-3-7091-1232-8_10,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_10,aging of muscle stem cells
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",52834de9bae803a9fb40d91a38d89c3d,Aging of Human Mesenchymal Stem Cells,,Lepperdinger Günter; Reitinger Stephan,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_11,,,https://doi.org/10.1007/978-3-7091-1232-8_11,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_11,aging of human mesenchymal stem cells
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",21d18b8bdafdf8eb94f3540af5d7386c,Aging of the Hematopoietic Stem Cell Niches,,Cancelas Jose A.; Chang Kyung-Hee,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_12,,,https://doi.org/10.1007/978-3-7091-1232-8_12,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_12,aging of the hematopoietic stem cell niches
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",b5f52d869ae1f6e93b7b70029925bbc4,Hematopoietic Stem Cell Aging and Leukemogenesis,,Henry Curtis J.; Rozhok Andrii I.; DeGregori James,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_13,,,https://doi.org/10.1007/978-3-7091-1232-8_13,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_13,hematopoietic stem cell aging and leukemogenesis
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",3f6f2b5b7a0fab4883345d0e96aa6c39,Closing the Circle: Stem Cell Rejuvenation and Longevity,,Florian Maria Carolina; Geiger Hartmut,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_16,,,https://doi.org/10.1007/978-3-7091-1232-8_16,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_16,closing the circle stem cell rejuvenation and longevity
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",5d249a6af016a24bc1922bf7ab2fa9c8,Aging of Intestinal Stem Cells in Drosophila Melanogaster,,Biteau Benoît,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_5,,,https://doi.org/10.1007/978-3-7091-1232-8_5,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_5,aging of intestinal stem cells in drosophila melanogaster
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",2623ab93867c964436e2a735373d595f,Aging of Murine Hematopoietic Stem Cells,,Wόjtowicz Edyta; Verovskaya Evgenia; de Haan Gerald,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_6,,,https://doi.org/10.1007/978-3-7091-1232-8_6,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_6,aging of murine hematopoietic stem cells
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",c86d066b61eb90b62603968e148d35dd,Aging of Human Haematopoietic Stem Cells,,Garrick David; Djeghloul Dounia; Kuranda Klaudia; Goodhardt Michele,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_7,,,https://doi.org/10.1007/978-3-7091-1232-8_7,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_7,aging of human haematopoietic stem cells
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",5e84ff4543629dce2739dcb1aba89e4e,Aging of Mammalian Intestinal Stem Cells,,Sperka Tobias; Rudolph Lenhard,2015.0,"Stem Cell Aging: Mechanisms, Consequences, Rejuvenation",10.1007/978-3-7091-1232-8_9,,,https://doi.org/10.1007/978-3-7091-1232-8_9,book-chapter,False,2026-04-23T01:41:45,doi:10.1007/978-3-7091-1232-8_9,aging of mammalian intestinal stem cells
crossref,bibliographic,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",73f2457505a7031d6d4898f98f7a5a3d,IDVG and Plasma Volume,,,,Fluid Volume Monitoring with Glucose Dilution,10.1007/978-4-431-47195-0_7,,,https://doi.org/10.1007/978-4-431-47195-0_7,book-chapter,False,2026-04-23T01:41:58,doi:10.1007/978-4-431-47195-0_7,idvg and plasma volume
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",bc0755a89b515ec002c1267154244d97,"History of Caloric Restriction, Aging and Longevity",,Masoro Edward J.,2010.0,"Calorie Restriction, Aging and Longevity",10.1007/978-90-481-8556-6_1,,,https://doi.org/10.1007/978-90-481-8556-6_1,book-chapter,False,2026-04-23T01:41:06,doi:10.1007/978-90-481-8556-6_1,history of caloric restriction aging and longevity
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",cb29ee74960b9545c852de5305e4e092,Age-Related Variation in DNA Methylation,,Issa Jean-Pierre,2012.0,Epigenetic Epidemiology,10.1007/978-94-007-2495-2_11,,,https://doi.org/10.1007/978-94-007-2495-2_11,book-chapter,False,2026-04-23T01:40:51,doi:10.1007/978-94-007-2495-2_11,age related variation in dna methylation
crossref,bibliographic,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c84d6ba6f4d8fae9305f6c9d18b59c82,Biological Age and Aging Clock: DNA Methylation and Biological Age,,Yamada Hidekazu,2024.0,Anti-Aging Medicine,10.1007/978-981-97-8514-8_13,,,https://doi.org/10.1007/978-981-97-8514-8_13,book-chapter,False,2026-04-23T01:40:51,doi:10.1007/978-981-97-8514-8_13,biological age and aging clock dna methylation and biological age
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",2d9b3404d0b63f796148b38aa0b91bda,"Caloric Restriction, Fasting, and Antiaging Medicine: Fasting, the Biological Signals of Starvation, and Antiaging",,Uno Masaharu; Nishida Eisuke,2024.0,Anti-Aging Medicine,10.1007/978-981-97-8514-8_63,,,https://doi.org/10.1007/978-981-97-8514-8_63,book-chapter,False,2026-04-23T01:41:06,doi:10.1007/978-981-97-8514-8_63,caloric restriction fasting and antiaging medicine fasting the biological signals of starvation and antiaging
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",46bfc8324e140d4d77d6c1d6662dc9ce,Caloric Restriction and Starvation in Antiaging Medicine: Caloric Restriction Mimetics,,Shinmura Ken,2024.0,Anti-Aging Medicine,10.1007/978-981-97-8514-8_64,,,https://doi.org/10.1007/978-981-97-8514-8_64,book-chapter,False,2026-04-23T01:41:06,doi:10.1007/978-981-97-8514-8_64,caloric restriction and starvation in antiaging medicine caloric restriction mimetics
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",7e1f796237b5f247306e16d1c3935971,Physical Activity and Anti-Aging: Prevention of Sarcopenia and Frailty Through Exercise,,Ogawa Sumito,2024.0,Anti-Aging Medicine,10.1007/978-981-97-8514-8_85,,,https://doi.org/10.1007/978-981-97-8514-8_85,book-chapter,False,2026-04-23T01:41:16,doi:10.1007/978-981-97-8514-8_85,physical activity and anti aging prevention of sarcopenia and frailty through exercise
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",200bf02aabf2d8cd8dd54234fb3bba86,Gut Microbiome and Brain Ageing,,,2024.0,,10.1007/978-981-99-8803-7,,,https://doi.org/10.1007/978-981-99-8803-7,book,False,2026-04-23T01:41:51,doi:10.1007/978-981-99-8803-7,gut microbiome and brain ageing
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",9cf5178977842c2ac17f68e43f6fe169,Gut Microbiome and Brain Aging,,Suresh Anjana; Prasad Pravi; Panicker Sreejith Parameswara,2024.0,Gut Microbiome and Brain Ageing,10.1007/978-981-99-8803-7_1,,,https://doi.org/10.1007/978-981-99-8803-7_1,book-chapter,False,2026-04-23T01:41:51,doi:10.1007/978-981-99-8803-7_1,gut microbiome and brain aging
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",91769877d8b06381d81f4b065c870a38,Gut-Microbiota as a Therapeutic Intervention for Cognitive Damage,,Hamdalla Hadeer M.; Abdul-Hamid Manal; Zaky Mohamed Y.,2024.0,Gut Microbiome and Brain Ageing,10.1007/978-981-99-8803-7_11,,,https://doi.org/10.1007/978-981-99-8803-7_11,book-chapter,False,2026-04-23T01:41:51,doi:10.1007/978-981-99-8803-7_11,gut microbiota as a therapeutic intervention for cognitive damage
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",835165a182b157302a483d0602c2c5f7,Influence of Altered Gut Microbiota in Cellular Senescence,,Ponnusamy Bhuvaneswari; Jayaraman Selvaraj,2024.0,Gut Microbiome and Brain Ageing,10.1007/978-981-99-8803-7_6,,,https://doi.org/10.1007/978-981-99-8803-7_6,book-chapter,False,2026-04-23T01:41:51,doi:10.1007/978-981-99-8803-7_6,influence of altered gut microbiota in cellular senescence
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",ec52a4f9cae4744faeae17c80e6ef133,Gut Microbiota and Altered Behaviour: Target on Neuroimmune Interplays,,Jayaraman Selvaraj; Paul Shiny,2024.0,Gut Microbiome and Brain Ageing,10.1007/978-981-99-8803-7_9,,,https://doi.org/10.1007/978-981-99-8803-7_9,book-chapter,False,2026-04-23T01:41:51,doi:10.1007/978-981-99-8803-7_9,gut microbiota and altered behaviour target on neuroimmune interplays
crossref,bibliographic,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",fa7fc82342315b5489af2b22cc496ff5,What is the role played by physical activity and exercise in the frailty syndrome? Perspectives for future research,,de Souto Barreto Philipe,2010.0,Aging Clinical and Experimental Research,10.1007/bf03337731,,,https://doi.org/10.1007/bf03337731,journal-article,False,2026-04-23T01:41:16,doi:10.1007/bf03337731,what is the role played by physical activity and exercise in the frailty syndrome perspectives for future research
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",eb1a6d503e70869820f35a440cad6e58,The gut as a central hub for multi-organ crosstalk in aging.,,"Zhang X, Li R, Gao Y, Zhang W, Ni T, Liu Y.",2026.0,Cell Mol Life Sci,10.1007/s00018-026-06129-w,41787017.0,PMC13009422,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.1007/s00018-026-06129-w,the gut as a central hub for multi organ crosstalk in aging
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",264c8e5d78a15a1c94c9ffffb1d80f8a,"Type 1 diabetes, ageing and frailty: an underexplored intersection.",,"Maltese G, Karalliedde J, Dhesi J, Bellary S.",2026.0,Diabetologia,10.1007/s00125-026-06681-x,41701264.0,PMC13005784,,review-article; review; journal article,False,2026-04-23T01:41:13,doi:10.1007/s00125-026-06681-x,type 1 diabetes ageing and frailty an underexplored intersection
